Unnamed: 0,match_number,name,start_date,matchtype,series_id,match_detail_id,scorecard_id,title,runs,over,run_rate,match_id,opp_team_id,team_id
5684,1.0,England v Ireland,2020-07-30 08:30:00+00:00,odi,1,3600,5730,England Innings,174,27.5,6.25,2654,11,5
2689,4.0,Rajasthan Royals v Kings XI Punjab,2012-04-06 14:30:00+00:00,t20,235,1669,2755,Kings XI Punjab Innings,160,20.0,8.0,1274,27,25
5721,0.0,England v Pakistan,2016-09-07 13:00:00+00:00,t20,486,3700,5768,Pakistan Innings,139,14.5,9.37,2673,5,9
4372,1.0,New Zealand v South Africa,2015-03-24 08:30:00+00:00,odi,63,3050,4416,New Zealand Innings,299,42.5,6.98,2058,6,4
1240,2.0,West Indies v India,2006-06-10 04:30:00+00:00,test,164,693,1311,India 1st Innings,588,148.2,3.96,583,3,2
3365,0.0,Brisbane Heat v Melbourne Stars,2014-01-11 12:40:00+00:00,t20,242,2012,3431,Melbourne Stars Innings,149,19.4,7.57,1617,34,35
582,2.0,India v West Indies,2014-10-11 09:00:00+00:00,odi,60,4521,590,West Indies Innings,215,46.3,4.62,227,2,3
6142,4.0,India v England,2016-12-08 04:00:00+00:00,test,18,4333,187,England 1st Innings,400,130.1,3.07,53,2,5
678,4.0,South Africa v India,2018-02-10 07:30:00+00:00,odi,74,4623,719,India Innings,289,50.0,5.78,293,6,2
543,4.0,India v Sri Lanka,2014-11-13 08:00:00+00:00,odi,61,4527,600,Sri Lanka Innings,251,43.1,5.81,232,2,8
875,2.0,India v West Indies,2019-08-04 05:00:00+00:00,t20,115,4797,937,India Innings,167,20.0,8.35,404,3,2
3981,1.0,New Zealand v Australia,2010-03-19 05:30:00+00:00,test,259,2375,4043,Australia 2nd Innings,106,23.0,4.6,1917,4,1
2059,0.0,Kolkata Knight Riders v Sunrisers Hyderabad,2017-05-17 14:30:00+00:00,t20,231,1343,2118,Sunrisers Hyderabad Innings,128,20.0,6.4,948,24,23
5408,1.0,Sri Lanka v England,2014-11-26 09:00:00+00:00,odi,457,3470,5457,Sri Lanka Innings,317,50.0,6.34,2549,5,8
1345,3.0,India v Sri Lanka,2009-12-02 04:00:00+00:00,test,174,722,1420,Sri Lanka 1st Innings,393,94.4,4.15,612,2,8
1409,1.0,India v West Indies,2011-11-06 04:00:00+00:00,test,3,744,1488,West Indies 1st Innings,304,108.2,2.8,631,2,3
5061,5.0,South Africa v Sri Lanka,2017-02-10 08:00:00+00:00,odi,417,3087,5132,South Africa Innings,384,50.0,7.68,2392,8,6
5414,4.0,Sri Lanka v England,2014-12-07 04:30:00+00:00,odi,457,3475,5462,England Innings,265,50.0,5.3,2552,8,5
4837,1.0,South Africa v West Indies,2014-12-17 05:00:00+00:00,test,389,2922,4901,West Indies 2nd Innings,131,42.3,3.08,2305,6,3
3115,38.0,Mumbai Indians v Kolkata Knight Riders,2008-05-16 14:30:00+00:00,t20,239,1887,3181,Kolkata Knight Riders Innings,67,15.2,4.36,1492,21,24
3780,0.0,Melbourne Renegades v Sydney Sixers,2020-01-02 13:40:00+00:00,t20,247,2220,3846,Melbourne Renegades Innings,153,20.0,7.65,1825,33,38
236,1.0,England v India,2018-08-01 05:30:00+00:00,test,24,4348,241,England 1st Innings,287,89.4,3.2,68,2,5
5395,1.0,England v Sri Lanka,2014-06-12 05:30:00+00:00,test,458,3324,5466,England 1st Innings,575,130.3,4.4,2554,8,5
347,5.0,India v Sri Lanka,2010-06-05 03:30:00+00:00,odi,35,4409,364,India Innings,268,50.0,5.36,114,8,2
2387,10.0,Kings XI Punjab v Rising Pune Supergiants,2016-04-17 10:30:00+00:00,t20,233,1511,2453,Kings XI Punjab Innings,153,18.4,8.19,1116,28,25
2113,31.0,Royal Challengers Bangalore v Gujarat Lions,2017-04-27 14:30:00+00:00,t20,231,1370,2172,Royal Challengers Bangalore Innings,134,20.0,6.7,975,29,26
5160,1.0,England v Pakistan,2010-07-29 05:30:00+00:00,test,427,3156,5224,Pakistan 2nd Innings,80,29.0,2.75,2435,5,9
3260,0.0,Perth Scorchers v Adelaide Strikers,2012-12-09 12:30:00+00:00,t20,241,1959,3326,Adelaide Strikers Innings,164,19.2,8.48,1564,39,37
2212,39.0,Kolkata Knight Riders v Royal Challengers Bangalore,2020-10-21 12:30:00+00:00,t20,232,2316,2275,Royal Challengers Bangalore Innings,85,13.3,6.29,1027,24,26
2009,24.0,Royal Challengers Bangalore v Chennai Super Kings,2018-04-25 14:30:00+00:00,t20,230,1317,2066,Royal Challengers Bangalore Innings,205,20.0,10.25,922,20,26
5944,45.0,Delhi Daredevils v Kings XI Punjab,2014-05-19 14:30:00+00:00,t20,503,3810,5993,Kings XI Punjab Innings,165,19.4,8.38,2789,22,25
4380,4.0,New Zealand v South Africa,2017-03-01 08:30:00+00:00,odi,311,3091,4440,New Zealand Innings,280,45.0,6.22,2070,6,4
1771,1.0,Bangladesh v India,2018-09-21 10:00:00+00:00,odi,215,4630,1790,Bangladesh Innings,173,49.1,3.51,783,2,7
3215,0.0,Melbourne Renegades v Sydney Sixers,2012-01-02 13:30:00+00:00,t20,240,1937,3281,Sydney Sixers Innings,161,20.0,8.05,1542,38,33
3397,3.0,Brisbane Heat v Melbourne Renegades,2015-12-19 12:40:00+00:00,t20,243,2028,3463,Melbourne Renegades Innings,184,19.3,9.43,1633,34,38
6159,5.0,India v England,2011-10-25 09:00:00+00:00,odi,44,4451,448,India Innings,271,50.0,5.42,156,5,2
3250,2.0,Hobart Hurricanes v Sydney Sixers,2012-01-22 13:30:00+00:00,t20,240,1954,3316,Hobart Hurricanes Innings,146,20.0,7.3,1559,33,40
1961,48.0,Kings XI Punjab v Royal Challengers Bangalore,2018-05-14 14:30:00+00:00,t20,230,1293,2019,Royal Challengers Bangalore Innings,92,8.1,11.26,898,25,26
650,3.0,West Indies v India,2017-06-30 03:30:00+00:00,odi,70,4597,681,India Innings,251,50.0,5.02,274,3,2
1305,2.0,India v South Africa,2008-04-03 04:00:00+00:00,test,170,710,1376,South Africa 1st Innings,494,141.2,3.49,600,2,6
4331,2.0,New Zealand v England,2013-02-20 08:30:00+00:00,odi,301,3288,4371,New Zealand Innings,269,48.5,5.5,2035,5,4
5582,3.0,South Africa v England,2016-02-09 08:00:00+00:00,odi,414,3516,5110,South Africa Innings,319,46.2,6.88,2380,5,6
5390,3.0,England v Sri Lanka,2014-05-28 08:30:00+00:00,odi,456,3312,5452,England Innings,73,12.1,6.0,2546,8,5
1485,1.0,Pakistan v India,2006-02-06 04:00:00+00:00,odi,188,803,1555,India Innings,328,49.4,6.6,663,9,2
3216,0.0,Melbourne Renegades v Sydney Sixers,2012-01-02 13:30:00+00:00,t20,240,1937,3282,Melbourne Renegades Innings,164,17.4,9.28,1542,33,38
4811,27.0,South Africa v West Indies,2016-03-25 14:00:00+00:00,t20,103,3177,4853,West Indies Innings,123,19.4,6.25,2285,6,3
771,20.0,India v Pakistan,2012-09-30 14:00:00+00:00,t20,94,4714,830,Pakistan Innings,128,19.4,6.5,350,2,9
3518,0.0,Sydney Thunder v Melbourne Stars,2015-01-17 13:40:00+00:00,t20,244,2089,3584,Sydney Thunder Innings,106,20.0,5.3,1694,35,36
5324,3.0,Australia v England,2011-01-23 08:50:00+00:00,odi,447,3253,5385,Australia Innings,215,46.0,4.67,2510,5,1
2202,44.0,Royal Challengers Bangalore v Chennai Super Kings,2020-10-25 08:30:00+00:00,t20,232,2311,2265,Chennai Super Kings Innings,150,18.4,8.03,1022,26,20
5296,2.0,England v Australia,2010-06-24 09:00:00+00:00,odi,444,3239,5357,England Innings,243,45.2,5.36,2496,1,5
3845,0.0,Sydney Thunder v Hobart Hurricanes,2020-01-11 12:40:00+00:00,t20,247,2252,3911,Sydney Thunder Innings,166,19.4,8.44,1857,40,36
4399,1.0,New Zealand v Pakistan,2018-11-07 09:30:00+00:00,odi,315,2574,4469,New Zealand Innings,266,50.0,5.32,2085,9,4
2715,64.0,Chennai Super Kings v Kochi Tuskers Kerala,2011-05-18 14:30:00+00:00,t20,236,1683,2781,Chennai Super Kings Innings,152,20.0,7.6,1288,32,20
4656,1.0,Australia v West Indies,2010-02-21 13:05:00+00:00,t20,359,2778,4731,West Indies Innings,141,20.0,7.05,2222,1,3
4364,2.0,New Zealand v Pakistan,2018-01-09 05:30:00+00:00,odi,313,2565,4451,Pakistan Innings,246,50.0,4.92,2076,4,9
5102,2.0,South Africa v England,2020-11-29 09:00:00+00:00,t20,416,3888,5123,England Innings,147,19.5,7.41,2387,6,5
2361,23.0,Delhi Daredevils v Gujarat Lions,2016-04-27 14:30:00+00:00,t20,233,1498,2427,Delhi Daredevils Innings,171,20.0,8.55,1103,29,22
4845,3.0,South Africa v England,2016-01-14 05:00:00+00:00,test,392,3358,4914,South Africa 1st Innings,313,99.3,3.14,2310,5,6
2774,35.0,Royal Challengers Bangalore v Pune Warriors,2011-04-29 14:30:00+00:00,t20,236,1712,2840,Pune Warriors Innings,155,20.0,7.75,1317,26,30
5393,5.0,England v Sri Lanka,2014-06-03 08:30:00+00:00,odi,456,3314,5455,England Innings,219,48.1,4.54,2548,8,5
4732,3.0,Afghanistan v West Indies,2019-11-17 13:30:00+00:00,t20,374,2832,4813,West Indies Innings,127,20.0,6.35,2264,13,3
4853,1.0,Australia v South Africa,2016-11-03 05:00:00+00:00,test,393,2937,4924,Australia 2nd Innings,361,119.1,3.02,2311,6,1
4616,2.0,West Indies v Bangladesh,2014-08-22 03:30:00+00:00,odi,352,2741,4682,West Indies Innings,247,50.0,4.94,2198,7,3
5676,1.0,England v West Indies,2017-09-19 07:00:00+00:00,odi,475,3556,5668,West Indies Innings,204,42.0,4.85,2621,5,3
3474,0.0,Perth Scorchers v Melbourne Renegades,2014-12-26 10:40:00+00:00,t20,244,2067,3540,Perth Scorchers Innings,192,20.0,9.6,1672,38,39
3757,19.0,Hobart Hurricanes v Sydney Sixers,2019-01-04 13:45:00+00:00,t20,248,2208,3823,Hobart Hurricanes Innings,162,19.5,8.16,1813,33,40
1335,2.0,India v England,2008-12-19 03:30:00+00:00,test,172,717,1406,England 2nd Innings,64,28.0,2.28,607,2,5
3899,0.0,Adelaide Strikers v Melbourne Stars,2020-01-22 13:10:00+00:00,t20,247,2280,3965,Adelaide Strikers Innings,162,20.0,8.1,1885,35,37
1796,0.0,Sunrisers Hyderabad v Delhi Capitals,2019-05-08 14:00:00+00:00,t20,229,1223,1879,Delhi Capitals Innings,165,19.5,8.31,828,23,22
2386,10.0,Kings XI Punjab v Rising Pune Supergiants,2016-04-17 10:30:00+00:00,t20,233,1511,2452,Rising Pune Supergiants Innings,152,20.0,7.6,1116,25,28
1635,2.0,India v Pakistan,2008-06-10 09:30:00+00:00,odi,207,879,1705,Pakistan Innings,190,35.4,5.32,739,2,9
2530,9.0,Royal Challengers Bangalore v Sunrisers Hyderabad,2013-04-09 10:30:00+00:00,t20,234,1588,2596,Sunrisers Hyderabad Innings,161,20.0,8.05,1193,26,23
1213,3.0,Pakistan v India,2006-01-28 18:30:00+00:00,test,162,688,1293,Pakistan 2nd Innings,599,140.1,4.27,578,2,9
3684,2.0,Brisbane Heat v Sydney Sixers,2017-01-25 13:10:00+00:00,t20,246,2172,3750,Brisbane Heat Innings,167,20.0,8.35,1777,33,34
2598,52.0,Pune Warriors v Rajasthan Royals,2012-05-08 10:30:00+00:00,t20,235,1621,2663,Rajasthan Royals Innings,126,16.2,7.71,1226,30,27
3338,0.0,Melbourne Renegades v Brisbane Heat,2013-12-30 14:10:00+00:00,t20,242,1999,3404,Melbourne Renegades Innings,210,20.0,10.5,1604,34,38
2475,37.0,Mumbai Indians v Royal Challengers Bangalore,2013-04-27 14:30:00+00:00,t20,234,1560,2541,Royal Challengers Bangalore Innings,136,20.0,6.8,1165,21,26
5410,2.0,Sri Lanka v England,2014-11-29 04:30:00+00:00,odi,457,3472,5458,England Innings,185,43.0,4.3,2550,8,5
1042,1.0,Australia v England,2018-01-14 08:50:00+00:00,odi,135,3561,1105,Australia Innings,304,50.0,6.08,488,5,1
4138,2.0,New Zealand v West Indies,2017-12-09 05:30:00+00:00,test,281,2425,4208,West Indies 1st Innings,221,66.5,3.3,1962,4,3
2893,34.0,Kolkata Knight Riders v Kings XI Punjab,2010-04-04 10:30:00+00:00,t20,237,1773,2959,Kolkata Knight Riders Innings,200,20.0,10.0,1378,25,24
2184,54.0,Kolkata Knight Riders v Rajasthan Royals,2020-11-01 12:30:00+00:00,t20,232,2301,2245,Rajasthan Royals Innings,131,20.0,6.55,1012,24,27
1388,2.0,South Africa v India,2010-12-26 04:00:00+00:00,test,180,735,1467,South Africa 1st Innings,131,37.2,3.5,625,2,6
6116,13.0,Brisbane Heat v Adelaide Strikers,2020-12-23 12:45:00+00:00,t20,505,3971,6156,Brisbane Heat Innings,148,20.0,7.4,2938,37,34
5818,50.0,Kings XI Punjab v Royal Challengers Bangalore,2015-05-13 14:30:00+00:00,t20,502,3745,5867,Kings XI Punjab Innings,106,10.0,10.6,2724,26,25
1263,2.0,Bangladesh v India,2007-05-25 04:30:00+00:00,test,166,699,1334,India 1st Innings,610,153.0,3.98,589,7,2
3544,7.0,Perth Scorchers v Melbourne Stars,2017-12-26 10:40:00+00:00,t20,245,2102,3610,Perth Scorchers Innings,142,20.0,7.1,1707,35,39
2875,43.0,Royal Challengers Bangalore v Kolkata Knight Riders,2010-04-10 14:30:00+00:00,t20,237,1764,2941,Kolkata Knight Riders Innings,160,20.0,8.0,1369,26,24
3993,2.0,New Zealand v Pakistan,2011-01-15 05:30:00+00:00,test,260,2380,4054,New Zealand 2nd Innings,293,90.5,3.22,1920,9,4
4503,17.0,England v New Zealand,2012-09-29 10:00:00+00:00,t20,94,3666,4532,England Innings,149,18.5,7.91,2117,4,5
2954,4.0,Kolkata Knight Riders v Royal Challengers Bangalore,2010-03-14 10:30:00+00:00,t20,237,1803,3020,Kolkata Knight Riders Innings,136,19.2,7.03,1408,26,24
4565,1.0,West Indies v Australia,2012-03-16 04:00:00+00:00,odi,346,2707,4640,Australia Innings,204,50.0,4.08,2177,3,1
5570,1.0,England v Australia,2019-08-01 05:30:00+00:00,test,27,3413,5632,Australia 2nd Innings,487,112.0,4.34,2603,5,1
1911,12.0,Chennai Super Kings v Rajasthan Royals,2019-03-31 14:30:00+00:00,t20,229,1269,1970,Chennai Super Kings Innings,175,20.0,8.75,874,27,20
1745,20.0,England v India,2009-06-14 12:00:00+00:00,t20,222,1139,1830,England Innings,153,20.0,7.65,804,2,5
3827,42.0,Melbourne Stars v Brisbane Heat,2019-01-27 13:45:00+00:00,t20,248,2243,3893,Brisbane Heat Innings,129,20.0,6.45,1848,35,34
1904,16.0,Delhi Capitals v Sunrisers Hyderabad,2019-04-04 14:30:00+00:00,t20,229,1265,1963,Sunrisers Hyderabad Innings,131,18.3,7.08,870,22,23
6164,3.0,India v Australia,2013-10-19 08:00:00+00:00,odi,54,4499,544,Australia Innings,304,49.3,6.14,203,2,1
2164,5.0,Royal Challengers Bangalore v Delhi Daredevils,2017-04-08 14:30:00+00:00,t20,231,1396,2223,Delhi Daredevils Innings,142,20.0,7.1,1001,26,22
2932,15.0,Deccan Chargers v Delhi Daredevils,2010-03-21 10:30:00+00:00,t20,237,1792,2998,Delhi Daredevils Innings,161,20.0,8.05,1397,31,22
2068,54.0,Kolkata Knight Riders v Mumbai Indians,2017-05-13 14:30:00+00:00,t20,231,1347,2127,Kolkata Knight Riders Innings,164,20.0,8.2,952,21,24
2151,11.0,Kolkata Knight Riders v Kings XI Punjab,2017-04-13 14:30:00+00:00,t20,231,1390,2210,Kings XI Punjab Innings,170,20.0,8.5,995,24,25
5185,2.0,England v Sri Lanka,2011-06-03 05:30:00+00:00,test,428,3164,5246,Sri Lanka 2nd Innings,127,43.0,2.95,2441,5,8
2851,55.0,Delhi Daredevils v Deccan Chargers,2010-04-18 14:30:00+00:00,t20,237,1752,2917,Deccan Chargers Innings,145,20.0,7.25,1357,22,31
3401,5.0,Melbourne Stars v Sydney Thunder,2015-12-20 13:55:00+00:00,t20,243,2030,3467,Melbourne Stars Innings,177,20.0,8.85,1635,36,35
1541,5.0,South Africa v India,2006-12-03 04:30:00+00:00,odi,195,831,1611,South Africa Innings,201,31.2,6.41,691,2,6
4571,1.0,West Indies v South Africa,2010-05-22 04:00:00+00:00,odi,343,2856,4610,South Africa Innings,280,48.0,5.83,2161,3,6
4920,3.0,South Africa v Australia,2018-03-22 05:00:00+00:00,test,398,2973,4980,South Africa 1st Innings,311,97.5,3.17,2328,1,6
3822,0.0,Melbourne Stars v Sydney Thunder,2020-01-08 13:40:00+00:00,t20,247,2241,3888,Sydney Thunder Innings,145,20.0,7.25,1846,35,36
2678,10.0,Royal Challengers Bangalore v Kolkata Knight Riders,2012-04-10 10:30:00+00:00,t20,235,1663,2744,Royal Challengers Bangalore Innings,123,20.0,6.15,1268,24,26
836,2.0,India v West Indies,2016-03-31 13:30:00+00:00,t20,103,4772,887,West Indies Innings,196,19.4,9.96,378,2,3
3107,42.0,Deccan Chargers v Mumbai Indians,2008-05-18 14:30:00+00:00,t20,239,1883,3173,Mumbai Indians Innings,178,20.0,8.9,1488,31,21
3112,40.0,Delhi Daredevils v Kings XI Punjab,2008-05-17 14:30:00+00:00,t20,239,1885,3178,Kings XI Punjab Innings,94,8.0,11.75,1490,22,25
2257,0.0,Kolkata Knight Riders v Sunrisers Hyderabad,2016-05-25 14:30:00+00:00,t20,233,1463,2357,Kolkata Knight Riders Innings,140,20.0,7.0,1068,23,24
2501,24.0,Delhi Daredevils v Chennai Super Kings,2013-04-18 14:30:00+00:00,t20,234,1573,2567,Delhi Daredevils Innings,83,17.3,4.74,1178,20,22
2792,26.0,Delhi Daredevils v Kings XI Punjab,2011-04-23 14:30:00+00:00,t20,236,1721,2858,Kings XI Punjab Innings,202,20.0,10.1,1326,22,25
5835,42.0,Kolkata Knight Riders v Delhi Daredevils,2015-05-07 14:30:00+00:00,t20,502,3753,5884,Delhi Daredevils Innings,158,20.0,7.9,2732,24,22
1218,1.0,India v England,2006-03-01 04:30:00+00:00,test,163,689,1298,India 2nd Innings,260,78.2,3.31,579,5,2
1440,4.0,Sri Lanka v India,2005-08-02 18:30:00+00:00,odi,184,784,1518,Sri Lanka Innings,221,48.0,4.6,644,2,8
5960,37.0,Chennai Super Kings v Rajasthan Royals,2014-05-13 10:30:00+00:00,t20,503,3818,6009,Chennai Super Kings Innings,149,19.4,7.57,2797,27,20
5076,3.0,Sri Lanka v South Africa,2018-08-05 04:15:00+00:00,odi,419,3106,5152,South Africa Innings,363,50.0,7.26,2402,8,6
5892,11.0,Sunrisers Hyderabad v Rajasthan Royals,2015-04-16 14:30:00+00:00,t20,502,3784,5941,Rajasthan Royals Innings,131,20.0,6.55,2763,23,27
2555,1.0,Delhi Daredevils v Kolkata Knight Riders,2012-05-22 14:30:00+00:00,t20,235,1600,2620,Kolkata Knight Riders Innings,162,20.0,8.1,1205,22,24
38,2.0,India v England,2012-11-23 04:00:00+00:00,test,6,4292,42,India 1st Innings,327,115.1,2.83,13,5,2
3703,0.0,Sydney Thunder v Adelaide Strikers,2019-12-21 12:40:00+00:00,t20,247,2181,3769,Sydney Thunder Innings,40,4.2,9.23,1786,37,36
2055,0.0,Mumbai Indians v Rising Pune Supergiant,2017-05-21 14:30:00+00:00,t20,231,1341,2114,Mumbai Indians Innings,129,20.0,6.45,946,28,21
1063,4.0,Australia v Pakistan,2019-03-29 09:30:00+00:00,odi,138,630,1133,Australia Innings,277,50.0,5.54,502,9,1
6010,12.0,Sunrisers Hyderabad v Delhi Daredevils,2014-04-25 09:00:00+00:00,t20,503,3843,6059,Delhi Daredevils Innings,180,20.0,9.0,2822,23,22
5741,22.0,England v New Zealand,2010-05-10 08:00:00+00:00,t20,224,3647,5792,New Zealand Innings,149,20.0,7.45,2686,5,4
4930,1.0,England v South Africa,2017-07-06 05:30:00+00:00,test,395,3382,4946,England 1st Innings,458,105.3,4.34,2319,6,5
672,1.0,South Africa v India,2018-02-01 07:30:00+00:00,odi,74,4619,713,South Africa Innings,269,50.0,5.38,290,2,6
4586,1.0,West Indies v New Zealand,2012-07-05 04:00:00+00:00,odi,299,2713,4354,New Zealand Innings,190,50.0,3.8,2026,3,4
3176,8.0,Chennai Super Kings v Mumbai Indians,2008-04-23 14:30:00+00:00,t20,239,1917,3242,Mumbai Indians Innings,202,20.0,10.1,1522,20,21
5378,11.0,England v New Zealand,2013-06-16 05:00:00+00:00,odi,51,3295,5439,New Zealand Innings,159,24.0,6.62,2539,5,4
4037,1.0,England v New Zealand,2013-05-16 05:30:00+00:00,test,267,2392,4096,New Zealand 2nd Innings,68,22.3,3.02,1931,5,4
3747,16.0,Melbourne Stars v Melbourne Renegades,2019-01-01 13:45:00+00:00,t20,248,2203,3813,Melbourne Stars Innings,151,17.5,8.46,1808,38,35
3011,34.0,Chennai Super Kings v Kings XI Punjab,2009-05-07 11:00:00+00:00,t20,238,1832,3077,Chennai Super Kings Innings,185,18.0,10.27,1437,25,20
6195,3.0,India v England,2021-02-24 14:30:00+00:00,test,27,4840,6245,England inning,112,48.4,2.3013698630137,3017,2,5
1574,0.0,Scotland v India,2007-08-16 05:15:00+00:00,odi,202,849,1644,Scotland Innings,203,46.0,4.41,709,2,15
2231,29.0,Sunrisers Hyderabad v Chennai Super Kings,2020-10-13 12:30:00+00:00,t20,232,2325,2295,Sunrisers Hyderabad Innings,147,20.0,7.35,1037,20,23
4404,2.0,New Zealand v Sri Lanka,2019-01-05 08:30:00+00:00,odi,316,2576,4474,Sri Lanka Innings,298,46.2,6.43,2087,4,8
5682,4.0,England v Pakistan,2019-05-17 07:30:00+00:00,odi,480,3593,5738,England Innings,341,49.3,6.88,2658,9,5
3183,4.0,Kolkata Knight Riders v Deccan Chargers,2008-04-20 10:30:00+00:00,t20,239,1921,3249,Deccan Chargers Innings,110,18.4,5.89,1526,24,31
5027,3.0,South Africa v Zimbabwe,2015-02-15 08:30:00+00:00,odi,63,3043,5087,Zimbabwe Innings,277,48.2,5.73,2369,6,10
6187,0.0,India v Australia,2013-10-10 14:00:00+00:00,t20,97,4720,842,Australia Innings,201,20.0,10.05,356,2,1
5412,3.0,Sri Lanka v England,2014-12-03 09:00:00+00:00,odi,457,3473,5461,Sri Lanka Innings,242,35.0,6.91,2551,5,8
3229,0.0,Perth Scorchers v Adelaide Strikers,2012-01-08 12:30:00+00:00,t20,240,1944,3295,Perth Scorchers Innings,184,20.0,9.2,1549,37,39
692,1.0,India v West Indies,2018-10-21 08:00:00+00:00,odi,76,4635,731,West Indies Innings,322,50.0,6.44,299,2,3
2865,48.0,Chennai Super Kings v Kolkata Knight Riders,2010-04-13 14:30:00+00:00,t20,237,1759,2931,Kolkata Knight Riders Innings,139,20.0,6.95,1364,20,24
2785,29.0,Chennai Super Kings v Pune Warriors,2011-04-25 14:30:00+00:00,t20,236,1718,2851,Chennai Super Kings Innings,142,20.0,7.1,1323,30,20
